created,tweet_text
Mon Apr 04 15:27:38 +0000 2022,"@Miss_Kittydel ㅠㅠㅠㅠ 어떡해 ㅠㅠㅠ
반응 보고는 흠..이것도 아닌가. 하며 뭔가 적어내려가는 마법사...
너흰 무엇을 먹지? 라고 물어보면서 리플이 찌그러진 곳으로 갈듯...
사실 인어를 잡아… https://t.co/qweRDCiYm6"
Mon Apr 04 15:26:20 +0000 2022,너무좋은데어떡함?이럴수도잇는거임ㅜ?리플이랑율리도?
Mon Apr 04 15:21:23 +0000 2022,"리플, NFT 솔루션 신규 표준 상정…유틸리티 NFT 솔루션 개발 지원 https://t.co/uozOqkJyMo"
Mon Apr 04 15:21:23 +0000 2022,"RT @DJ_Ryuka: 리플들 가관임 ㅋㅋㅋ 대선토론 기억은 싹 지웠나

이재명은 누가 대통령되든 특검하자했고 윤석열이는 계속 말 돌리면서 이보세요 이게 장난입니까 막 이러던데? ㅋㅋㅋㅋ"
Mon Apr 04 15:19:42 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 15:15:06 +0000 2022,@shell_pink_ 아닙니다 넙죽넙죽... 진짜 갓컾 짱짱 많아서 눈이 즐거워요... 리플이네 컾.. 레전드고 언제나 즐겁고.. 이쁘고...저희네는 네...네... 도망치겠습니다
Mon Apr 04 15:13:29 +0000 2022,"@DARAMJIPORORI 욷기다...
한달을 기다려주신다니
감동이빈다.. . . . .
너무 오지는 고록에
부지런히...그렸습니다 개미ㅉ ㅔ ...
. . .
얘네 이제 진짜 신혼여행
이네요 쩐다 . .  .  
리플이 꿈 꾸세용 U3U )!!!♥"
Mon Apr 04 15:11:04 +0000 2022,"@marbeo5252 ㄱㅇㄱ,,, 어째서일까요 왜지... 왜지... . .. . . 사실 저희 디엠으로 서로 캐 나페스 했긴 했어요... 리플율리 보다 먼저 성사된 쩨율리 / 리플포로리님.... . .. ."
Mon Apr 04 15:09:31 +0000 2022,자꾸 이러시면 리플을 날릴 수밖에 없습니다.
Mon Apr 04 15:08:49 +0000 2022,"RT @miel_less: Rt)데레스테 덱 짜주실 천사분을 구합니다 제가 레조덱까지는 어찌어찌 짰는데 매직 나오고부터 스코어링덱을 짜기가 어렵네요🥲🥲 
매직 뮤추얼 유니즌 리플레인 아무튼 어지간한 건 다 있어요 
전속성/각 속성별 단속덱 짜주실 천…"
Mon Apr 04 15:08:34 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 15:05:16 +0000 2022,듀 리플레이서 손절하니 리플레이서가 막 나오네 킹받네
Mon Apr 04 15:04:06 +0000 2022,"RT @miel_less: Rt)데레스테 덱 짜주실 천사분을 구합니다 제가 레조덱까지는 어찌어찌 짰는데 매직 나오고부터 스코어링덱을 짜기가 어렵네요🥲🥲 
매직 뮤추얼 유니즌 리플레인 아무튼 어지간한 건 다 있어요 
전속성/각 속성별 단속덱 짜주실 천…"
Mon Apr 04 15:01:04 +0000 2022,"@vyse__ 아니 그냥 거기 가끔 성우 뇌절하는놈들 꼴보기 싫다고 이용규칙에 성우얘기 하지마라 뭐 이런거 있는데 
글이 성우얘기길래 암생각없이 달았는데 차단됨ㅋㅋ 

근데 뭐 저거 그냥 글보기나 그런건 되… https://t.co/88L1N4nj1p"
Mon Apr 04 14:58:35 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 14:57:56 +0000 2022,"RT @miel_less: Rt)데레스테 덱 짜주실 천사분을 구합니다 제가 레조덱까지는 어찌어찌 짰는데 매직 나오고부터 스코어링덱을 짜기가 어렵네요🥲🥲 
매직 뮤추얼 유니즌 리플레인 아무튼 어지간한 건 다 있어요 
전속성/각 속성별 단속덱 짜주실 천…"
Mon Apr 04 14:56:00 +0000 2022,"졌어.
아침부터 저조하고, 밤되면 더 이상하고.

그래서 오늘은 걍 퇴근하고 나서 공원을 설렁설렁 걸었음.
산책 말고 다른 방법으로 리플레쉬 하려 했지만, 걍 꽃이 보고 싶었음.

오랜만에 공원에 핀 꽃을 보니까 좋더라.
하늘도 예쁘고.
그냥 좋았음."
Mon Apr 04 14:56:00 +0000 2022,"약효가 별로 돌지 않을 때, 무작정 밖으로 나가서 적어도 30분 이상 산책을 했음.
그냥 동네를 느긋하게 걸으면서 기분 전환을 함.
그러면 리플레쉬돼서 괜찮아졌음.
근데 효력은 두 시간 정도라서 나중에는 다… https://t.co/NufMWL1xIb"
Mon Apr 04 14:55:28 +0000 2022,"RT @rabongS2: 220403 펜타곤 팬미팅
Beautiful Goodbye💜
뷰리플 굿바이

라이브천재ㅠㅠ
블퀘 천장 뚫기~💜
#진호 https://t.co/stWVK62RAo"
Mon Apr 04 14:54:46 +0000 2022,"RT @DJ_Ryuka: 리플들 가관임 ㅋㅋㅋ 대선토론 기억은 싹 지웠나

이재명은 누가 대통령되든 특검하자했고 윤석열이는 계속 말 돌리면서 이보세요 이게 장난입니까 막 이러던데? ㅋㅋㅋㅋ"
Mon Apr 04 14:54:00 +0000 2022,"@Miss_Kittydel ㅋㅋㅋㅋㅋㅋ 하찮다 ㅠ0ㅠ  귀여운데 우리 리플 ㅠ 
노려봐서 어쩌란 말이지? 라고 하는 싹바가지 ^^  
그러고 데려가나요  두번더 만나고 데려가나"
Mon Apr 04 14:53:03 +0000 2022,편의점에서 2521 블루베리 리플잼 머핀을 발견한 가좍들은 바로 드십셔! 진짜 존맛도리임. https://t.co/hvDk5R9v3Q
Mon Apr 04 14:52:36 +0000 2022,아카쌍놈들 성우리플달았다고 차단맥였네 ㅅㅂ
Mon Apr 04 14:52:12 +0000 2022,"RT @miel_less: Rt)데레스테 덱 짜주실 천사분을 구합니다 제가 레조덱까지는 어찌어찌 짰는데 매직 나오고부터 스코어링덱을 짜기가 어렵네요🥲🥲 
매직 뮤추얼 유니즌 리플레인 아무튼 어지간한 건 다 있어요 
전속성/각 속성별 단속덱 짜주실 천…"
Mon Apr 04 14:50:36 +0000 2022,"RT @Hjh4Ks: 태무하리 청혼결혼신혼 쓰리플혼 가보자고
옆커플은 벌써 첫번째 단계를 깻어 이눔들아"
Mon Apr 04 14:49:48 +0000 2022,"RT @miel_less: Rt)데레스테 덱 짜주실 천사분을 구합니다 제가 레조덱까지는 어찌어찌 짰는데 매직 나오고부터 스코어링덱을 짜기가 어렵네요🥲🥲 
매직 뮤추얼 유니즌 리플레인 아무튼 어지간한 건 다 있어요 
전속성/각 속성별 단속덱 짜주실 천…"
Mon Apr 04 14:48:18 +0000 2022,@mandoismalang @aranc5a 와 정말 생생하고 통찰력있는 문장을 가지고 있으시군요 썰 쓰실때부터 알아봤습니다 정말 일리님이 같이 참가해 주신다면 트리플 회지티어 포리플 회지다이아티어가 될 수 있습니다
Mon Apr 04 14:44:55 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 14:43:44 +0000 2022,"RT @miel_less: Rt)데레스테 덱 짜주실 천사분을 구합니다 제가 레조덱까지는 어찌어찌 짰는데 매직 나오고부터 스코어링덱을 짜기가 어렵네요🥲🥲 
매직 뮤추얼 유니즌 리플레인 아무튼 어지간한 건 다 있어요 
전속성/각 속성별 단속덱 짜주실 천…"
Mon Apr 04 14:41:07 +0000 2022,"RT @DJ_Ryuka: 리플들 가관임 ㅋㅋㅋ 대선토론 기억은 싹 지웠나

이재명은 누가 대통령되든 특검하자했고 윤석열이는 계속 말 돌리면서 이보세요 이게 장난입니까 막 이러던데? ㅋㅋㅋㅋ https://t.co/od1UzLVyLM"
Mon Apr 04 14:40:30 +0000 2022,"리플들 가관임 ㅋㅋㅋ 대선토론 기억은 싹 지웠나

이재명은 누가 대통령되든 특검하자했고 윤석열이는 계속 말 돌리면서 이보세요 이게 장난입니까 막 이러던데? ㅋㅋㅋㅋ https://t.co/od1UzLVyLM"
Mon Apr 04 14:38:47 +0000 2022,"RT @miel_less: Rt)데레스테 덱 짜주실 천사분을 구합니다 제가 레조덱까지는 어찌어찌 짰는데 매직 나오고부터 스코어링덱을 짜기가 어렵네요🥲🥲 
매직 뮤추얼 유니즌 리플레인 아무튼 어지간한 건 다 있어요 
전속성/각 속성별 단속덱 짜주실 천…"
Mon Apr 04 14:38:00 +0000 2022,"태무하리 청혼결혼신혼 쓰리플혼 가보자고
옆커플은 벌써 첫번째 단계를 깻어 이눔들아"
Mon Apr 04 14:37:39 +0000 2022,"그오하면서 성정석 리트 첨 하게댐ㅋㅋ 아오 스토리라 때려칠 수 있는것도 아니곸ㅋㅋㅋ

이벤트전인줄알고 대충 인연예장 들고왔는데 아오오

개빡ㅊ네 진짜ㅠㅜㅜㅡ스토리는 공략 안보고해서진짜아짜즈응나ㅠㅠ

2부 3… https://t.co/b29GV47i7b"
Mon Apr 04 14:36:52 +0000 2022,"RT @O7O1O0O: 홍보¹

"" 네 이름은 텐구다! ""

https://t.co/pQ3gIcBIXu

센과치히로의 행방불명 기반+일상 / BL / 떡커 / 03 / 부분리플제 / 느긋한 러닝 지향 / 성인 / D-14 / 그림ONLY/ 4422…"
Mon Apr 04 14:36:12 +0000 2022,제가 카이리플 썰을 뜯어내서 기쁮니다
Mon Apr 04 14:35:53 +0000 2022,"아 12화 5시간동안 방영하니까
청혼결혼신혼 쓰리플혼
다 보여줄 수 잇겟네"
Mon Apr 04 14:35:00 +0000 2022,"RT @miel_less: Rt)데레스테 덱 짜주실 천사분을 구합니다 제가 레조덱까지는 어찌어찌 짰는데 매직 나오고부터 스코어링덱을 짜기가 어렵네요🥲🥲 
매직 뮤추얼 유니즌 리플레인 아무튼 어지간한 건 다 있어요 
전속성/각 속성별 단속덱 짜주실 천…"
Mon Apr 04 14:34:02 +0000 2022,"RT @rabongS2: 220403 펜타곤 팬미팅
Beautiful Goodbye💜
뷰리플 굿바이

라이브천재ㅠㅠ
블퀘 천장 뚫기~💜
#진호 https://t.co/stWVK62RAo"
Mon Apr 04 14:28:14 +0000 2022,"RT @miel_less: Rt)데레스테 덱 짜주실 천사분을 구합니다 제가 레조덱까지는 어찌어찌 짰는데 매직 나오고부터 스코어링덱을 짜기가 어렵네요🥲🥲 
매직 뮤추얼 유니즌 리플레인 아무튼 어지간한 건 다 있어요 
전속성/각 속성별 단속덱 짜주실 천…"
Mon Apr 04 14:26:50 +0000 2022,"RT @miel_less: Rt)데레스테 덱 짜주실 천사분을 구합니다 제가 레조덱까지는 어찌어찌 짰는데 매직 나오고부터 스코어링덱을 짜기가 어렵네요🥲🥲 
매직 뮤추얼 유니즌 리플레인 아무튼 어지간한 건 다 있어요 
전속성/각 속성별 단속덱 짜주실 천…"
Mon Apr 04 14:24:38 +0000 2022,"RT @miel_less: Rt)데레스테 덱 짜주실 천사분을 구합니다 제가 레조덱까지는 어찌어찌 짰는데 매직 나오고부터 스코어링덱을 짜기가 어렵네요🥲🥲 
매직 뮤추얼 유니즌 리플레인 아무튼 어지간한 건 다 있어요 
전속성/각 속성별 단속덱 짜주실 천…"
Mon Apr 04 14:16:51 +0000 2022,"RT @miel_less: Rt)데레스테 덱 짜주실 천사분을 구합니다 제가 레조덱까지는 어찌어찌 짰는데 매직 나오고부터 스코어링덱을 짜기가 어렵네요🥲🥲 
매직 뮤추얼 유니즌 리플레인 아무튼 어지간한 건 다 있어요 
전속성/각 속성별 단속덱 짜주실 천…"
Mon Apr 04 14:14:59 +0000 2022,"뎨리플님의 MBTI 성격유형은 ENFJ
외향적: ■■■■■□□□□□ 53%
내성적: ■■□□□□□□□□ 20%
직관적: ■■■■□□□□□□ 43%
현실주의: ■■□□□□□□□□ 17%
감각주의: ■■■■■□… https://t.co/EtzE27jMIY"
Mon Apr 04 14:08:03 +0000 2022,"RT @miel_less: Rt)데레스테 덱 짜주실 천사분을 구합니다 제가 레조덱까지는 어찌어찌 짰는데 매직 나오고부터 스코어링덱을 짜기가 어렵네요🥲🥲 
매직 뮤추얼 유니즌 리플레인 아무튼 어지간한 건 다 있어요 
전속성/각 속성별 단속덱 짜주실 천…"
Mon Apr 04 14:04:46 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 14:02:47 +0000 2022,"RT @rabongS2: 220403 펜타곤 팬미팅
Beautiful Goodbye💜
뷰리플 굿바이

라이브천재ㅠㅠ
블퀘 천장 뚫기~💜
#진호 https://t.co/stWVK62RAo"
Mon Apr 04 14:00:49 +0000 2022,"RT @rabongS2: 220403 펜타곤 팬미팅
Beautiful Goodbye💜
뷰리플 굿바이

라이브천재ㅠㅠ
블퀘 천장 뚫기~💜
#진호 https://t.co/stWVK62RAo"
Mon Apr 04 13:59:46 +0000 2022,@toi_seu1 저거 리플 다시 봣는대 개웃김 ㅠㅠ
Mon Apr 04 13:54:30 +0000 2022,"두희님이 오늘 롤 캐리해주심 나 구라안치고 딜 두 판 합쳐서 50은 넣엇을려나?? 소라카로 큐키만 슝,,,, 푸슝,,,,숑,,,,, 이러고잇는데 두희님이 들어가서 더플킬트리플킬내주심 미쳐버림"
Mon Apr 04 13:51:24 +0000 2022,"RT @KunongY: #RT 다 팔리면 추첨해서 치킨 기프티콘 보내드려요
쿠로코의 농구 쿠농 쿠로바스 굿즈 판매
리플레이스 정발본, cd, 블루레이, 누이, 피규어, 원코인, 삐요 등등 미도리마 타카오 위주
전체 일괄 하시면 사진 안올린것까지 다해…"
Mon Apr 04 13:50:53 +0000 2022,"RT @KunongY: #RT 다 팔리면 추첨해서 치킨 기프티콘 보내드려요
쿠로코의 농구 쿠농 쿠로바스 굿즈 판매
리플레이스 정발본, cd, 블루레이, 누이, 피규어, 원코인, 삐요 등등 미도리마 타카오 위주
전체 일괄 하시면 사진 안올린것까지 다해…"
Mon Apr 04 13:50:40 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 13:49:47 +0000 2022,엄마아아아아아 나 이번에 파란샏 쪼그만 적개심 달아봤어요 1킬도 못따던 리플놈 이재 없어요
Mon Apr 04 13:49:16 +0000 2022,"RT @rabongS2: 220403 펜타곤 팬미팅
Beautiful Goodbye💜
뷰리플 굿바이

라이브천재ㅠㅠ
블퀘 천장 뚫기~💜
#진호 https://t.co/stWVK62RAo"
Mon Apr 04 13:48:31 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 13:48:04 +0000 2022,튜리플x트러플o
Mon Apr 04 13:45:49 +0000 2022,"모던눌랑(중식)
죽생전복스프 4점
3품냉채 3점
활전복수제연두부찜 5점
겨자소스해물볶음 3점
포레스트치킨 5점
마늘소스메로찜 5점
블랙페퍼안심스테이크 2점
튜리플유니자장 4점
수제망고푸딩 4점

인테리어 5… https://t.co/FFbr8vma1J"
Mon Apr 04 13:38:11 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 13:28:55 +0000 2022,"탱영상은뭔가...재미가..없어...
맨날돌아댕기고....맞고...시야보고....
더블킬트리플킬쿼드라킬이 나와야 재미가있는데
탱커......졸림"
Mon Apr 04 13:25:45 +0000 2022,"RT @sel_et_ciseaux: 편집 디자인, 인쇄 업계에서 오랜 시간 근무한 제 친구가 오타쿠 프렌들리한 인쇄소를 개업했답니다. 
엽서나 스티커, 각종 굿즈 소량인쇄부터 특수인쇄, 각종 화려한 후가공 분판 가능.
소량 제본(TRPG리플북 등)…"
Mon Apr 04 13:20:35 +0000 2022,아씹벌 20시 20분을 오후 10시 20분으로 봐서 리플탐 놓침 능지레전드...
Mon Apr 04 13:19:55 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 13:18:25 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 13:14:25 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 13:07:40 +0000 2022,쥬니보시 리플렛 떨어뜨릴 때 손목스냅 툭.ᐟ.ᐟ ㅋㅋㅋㅋㅋㅋㅋ
Mon Apr 04 13:06:08 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 13:05:57 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 13:05:21 +0000 2022,"RT @Ych_RPG: @RB41To_C 시날집이 두권합쳐서 800페이지쯤되는데...
리플로하면 한 두배쯤 뻥튀기될거아냐
......
감당가능?"
Mon Apr 04 13:05:12 +0000 2022,@_jeyraof @ChocoEong 앗 리플을 잘못달았당 쇼콜라님한테 썼어영
Mon Apr 04 13:05:01 +0000 2022,"@RB41To_C 시날집이 두권합쳐서 800페이지쯤되는데...
리플로하면 한 두배쯤 뻥튀기될거아냐
......
감당가능?"
Mon Apr 04 13:04:10 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 13:02:43 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 13:01:17 +0000 2022,"@Ych_RPG ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데재밋겟다토모나리리플북
하...
나...나중에할수잇으면
해보고시픔.커밀르맡겨서라도"
Mon Apr 04 13:00:33 +0000 2022,"@RB41To_C 나이거
토모나리 리플북 하고싶엇거든?
근데 시날집분량도 에바인데 이걸 리플북으로 뽑은 분량을 감당할 자신이 없어서 포기함"
Mon Apr 04 13:00:32 +0000 2022,"RT @miel_less: Rt)데레스테 덱 짜주실 천사분을 구합니다 제가 레조덱까지는 어찌어찌 짰는데 매직 나오고부터 스코어링덱을 짜기가 어렵네요🥲🥲 
매직 뮤추얼 유니즌 리플레인 아무튼 어지간한 건 다 있어요 
전속성/각 속성별 단속덱 짜주실 천…"
Mon Apr 04 12:59:00 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 12:58:17 +0000 2022,"안녕, 친구! 계정을 등록하고 $50를 무료로 받으세요.
디지털 화폐 글로벌 프로젝트, 안정적인 수입! 기회를 놓치지 마세요! 나에게 편지를 써줘!
kakaoID:yk12123434… https://t.co/6z5d9Jv6Ye"
Mon Apr 04 12:53:26 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 12:49:57 +0000 2022,"RT @rabongS2: 220403 펜타곤 팬미팅
Beautiful Goodbye💜
뷰리플 굿바이

라이브천재ㅠㅠ
블퀘 천장 뚫기~💜
#진호 https://t.co/stWVK62RAo"
Mon Apr 04 12:47:44 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 12:47:36 +0000 2022,세션하나길게가서모아다가리플북만드는거소원
Mon Apr 04 12:40:54 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 12:34:21 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 12:32:33 +0000 2022,"어째서 그것이, 그것이 키라
텅 빈 눈의 오후 두 시
노래하며 총에 맞아

-[Y.P.]야가미 라이토의 ""언해피 리플레인"""
Mon Apr 04 12:31:37 +0000 2022,앞으로 화마다 리플로 달립니다 / 5화
Mon Apr 04 12:28:07 +0000 2022,리플 복기하다가 겜 한 판 하고나면 생각 다 날아가서 하던 거 멈춤ㅋㅋㅋㅋㅋㅋㅌㅋ 잼썼다
Mon Apr 04 12:23:37 +0000 2022,암쏘 뷰리플 (?)~~ (어쩌고저쩌고) 나나나나 나나나나 나나나나나~ x2 이거 노래 뭐였지 ...
Mon Apr 04 12:21:26 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 12:21:18 +0000 2022,"@MINHYUN_PLEDIS 6년이 지나도록 한번도 리플이 없네요 이번에는 보이시나요😔😣☹️🥺🤭🤙🏻
@MINHYUN_PLEDIS #황민현의_멘파맛집"
Mon Apr 04 12:12:50 +0000 2022,"RT @KunongY: #RT 다 팔리면 추첨해서 치킨 기프티콘 보내드려요
쿠로코의 농구 쿠농 쿠로바스 굿즈 판매
리플레이스 정발본, cd, 블루레이, 누이, 피규어, 원코인, 삐요 등등 미도리마 타카오 위주
전체 일괄 하시면 사진 안올린것까지 다해…"
Mon Apr 04 12:05:29 +0000 2022,"RT @miel_less: Rt)데레스테 덱 짜주실 천사분을 구합니다 제가 레조덱까지는 어찌어찌 짰는데 매직 나오고부터 스코어링덱을 짜기가 어렵네요🥲🥲 
매직 뮤추얼 유니즌 리플레인 아무튼 어지간한 건 다 있어요 
전속성/각 속성별 단속덱 짜주실 천…"
Mon Apr 04 12:03:56 +0000 2022,"화면 저편 노래하고 있던
야가미 라이토, 'BAKAYAROID'

-[Y.P.]야가미 라이토의 ""언해피 리플레인"""
Mon Apr 04 12:01:15 +0000 2022,"RT @rabongS2: 220403 펜타곤 팬미팅
Beautiful Goodbye💜
뷰리플 굿바이

라이브천재ㅠㅠ
블퀘 천장 뚫기~💜
#진호 https://t.co/stWVK62RAo"
Mon Apr 04 12:01:13 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 11:57:05 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 11:54:07 +0000 2022,"17 6호 언해피 리플레인 7호 인비지블
이상하리만치 잘쳤던 오늘 https://t.co/SIc4olfofq"
Mon Apr 04 11:52:03 +0000 2022,"빌런들 스몰빌에서 교화시키자
모두 옥수수 키우면서 스몰빌의아들 클락켄트 데일리플래닛 입사 현수막도 가끔 보고 막"
Mon Apr 04 11:48:38 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 11:48:03 +0000 2022,"RT @rabongS2: 220403 펜타곤 팬미팅
Beautiful Goodbye💜
뷰리플 굿바이

라이브천재ㅠㅠ
블퀘 천장 뚫기~💜
#진호 https://t.co/stWVK62RAo"
Mon Apr 04 11:35:11 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 11:32:30 +0000 2022,"RT @rabongS2: 220403 펜타곤 팬미팅
Beautiful Goodbye💜
뷰리플 굿바이

라이브천재ㅠㅠ
블퀘 천장 뚫기~💜
#진호 https://t.co/stWVK62RAo"
Mon Apr 04 11:30:03 +0000 2022,"[간단한 리듬게임 소개]
REFLEC BEAT 유구의 리플레시아

잠깐 동안 잠들었지만 이제 슬슬 기지개를 피나... 싶은데,
신작은 언제 나오나요?"
Mon Apr 04 11:29:07 +0000 2022,"RT @hypar2k1: 이거 일본 원본글에 실제 일본 의사선생님들 리플 주루룩 달려있느데 실제 수술에 들어오는 간호사 선생님들은 의사 선생님들보다 훨씬 강력해서 그냥 ""땀!"" 이라고 말하면 ""땀을 어쩌라고?"" 라고 대답한다고... ㅋㅋ"
Mon Apr 04 11:27:33 +0000 2022,"RT @rabongS2: 220403 펜타곤 팬미팅
Beautiful Goodbye💜
뷰리플 굿바이

라이브천재ㅠㅠ
블퀘 천장 뚫기~💜
#진호 https://t.co/stWVK62RAo"
Mon Apr 04 11:26:28 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 11:24:48 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 11:23:51 +0000 2022,@Pangnee_R 역시 리플레시아 초고수 팡니님이 하시니 츄니즘을 정복하시네요
Mon Apr 04 11:19:38 +0000 2022,"RT @do0liking: W Korea 더블유코리아 #도영 #DOYOUNG 

W리플터뷰 많.관.부. 🥰❗️‼️ https://t.co/bSB9zrmcgb"
Mon Apr 04 11:18:22 +0000 2022,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 2p 플리플래에 대해서 어떻…
● 플래키를 얼마나 사랑하시나요…
● 대학au 때려치셧나요???
● 사과! 톡톡톡! 트로피카나!…
#질문상자… https://t.co/PsRVUCFQXx"
Mon Apr 04 11:16:40 +0000 2022,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 선생님... 썰타래 사진 기…
● 후희가 머애용¿
● 리플라님 돌아오신건가요? 보…
#질문상자 #익명질문모집중

https://t.co/bkNpCamadS"
Mon Apr 04 11:16:34 +0000 2022,"RT @KunongY: #RT 다 팔리면 추첨해서 치킨 기프티콘 보내드려요
쿠로코의 농구 쿠농 쿠로바스 굿즈 판매
리플레이스 정발본, cd, 블루레이, 누이, 피규어, 원코인, 삐요 등등 미도리마 타카오 위주
전체 일괄 하시면 사진 안올린것까지 다해…"
Mon Apr 04 11:13:09 +0000 2022,내 BPM은 107이지만 32비트가 있어서 사실상 214라고 해도 되지. 소년리플즈에 맞먹는 속도야.
Mon Apr 04 11:11:53 +0000 2022,"RT @rabongS2: 220403 펜타곤 팬미팅
Beautiful Goodbye💜
뷰리플 굿바이

라이브천재ㅠㅠ
블퀘 천장 뚫기~💜
#진호 https://t.co/stWVK62RAo"
Mon Apr 04 11:09:57 +0000 2022,"RT @rabongS2: 220403 펜타곤 팬미팅
Beautiful Goodbye💜
뷰리플 굿바이

라이브천재ㅠㅠ
블퀘 천장 뚫기~💜
#진호 https://t.co/stWVK62RAo"
